Ideal_Sum	Received_Signal
300.067966855679	297.991930183827
298.649926536475	319.023711767581
298.855995776861	271.210970591869
298.030985453944	270.960563397219
296.645846717176	288.084464050972
290.319844156983	297.811243210995
304.691617592909	309.764731458923
297.720066107766	289.790305318358
290.007441840254	287.339909341935
297.960873647686	297.36302575668
296.064144050471	299.104956378049
295.468585039288	241.209100548195
291.822772149697	283.32907305975
297.842457453607	288.215870398259
297.000112908878	291.015893934547
306.269990054317	316.363377791003
293.803140920465	306.834128257865
290.567232678547	285.517657785265
300.787352340618	297.814344141611
298.157029073599	255.175344128549
294.743811594705	321.478037293236
300.689067841099	319.886954109323
299.535445700297	292.035454831132
290.441126254826	286.808894944648
298.697601484881	311.267320305947
297.394777568412	312.177435778069
301.158863713621	334.40391190511
300.909305063986	305.523218118567
299.711547384745	317.585471163403
298.262618839011	280.231815140434
298.977776338275	323.764945234012
305.934303704215	255.828799417625
301.297585447408	283.720243482249
299.768114795844	332.591512272836
291.595719056113	323.952208341439
299.088211949221	289.333691043202
294.7274705323	265.864448518698
298.215939811113	270.263197950713
293.669209148801	285.618720151636
298.342434605635	312.097239268757
298.127542151979	275.612951309576
295.7889271417	316.039375945086
301.657111620058	333.155026580807
297.523310696475	303.353990423503
299.048228713706	332.969570586426
299.059123836027	306.028844862058
294.537330505854	357.465458472539
296.034184246591	294.662648993271
294.871498611744	302.368284841741
292.245229393968	327.705340717564
294.478480140221	300.166835547765
298.554466498408	322.798277497758
299.143552673052	328.017596074649
298.705645392109	305.826813590616
294.895184860953	272.264504591844
293.921299479843	300.134504121697
298.097880166819	333.567504066642
298.941821155429	324.124745432059
294.716947165587	256.673851315653
298.10049351897	376.585673841453
297.454592689136	330.820572732459
297.052454712306	336.75832044381
295.203123109103	271.536658070179
298.183509880996	278.963547353127
293.129043996802	294.715726047445
294.687495154913	248.384294445249
296.7377506376	315.078038258291
302.09080402874	272.633447245175
295.677222133916	319.933589188596
294.5982966674	318.7446468158
296.666249781425	300.748527319235
294.804977091942	321.546440852401
304.551385546041	283.610928580304
296.221096103004	281.261603029768
291.57862254485	268.885123282987
296.249761069411	280.035368901811
302.324789988596	390.546778492606
301.162630791077	252.897090427998
296.551759919965	314.951408370587
300.163959569187	239.298654452288
